organism	ph
Anaerostipes butyraticus	7.1
Anaerostipes caccae	7.2
Anaerostipes hadrus	7
Anaerotruncus colihominis	6.8
Anaerovibrio burkinabensis	7
Anaerovibrio glycerini	6.75
Anaerovibrio lipolytica	6.75
Anaerovibrio lipolyticus	6.75
Anaerovirgula multivorans	8.3
Anaerovorax odorimutans	7.1
Ancalomicrobium adetum	7.05
Ancylobacter aquaticus	6.86
Ancylobacter dichloromethanicus	6.95
Ancylobacter oerskovii	7
Ancylobacter polymorphus	6.86
Ancylobacter rudongensis	7.2
Ancylobacter sp.	6.86
Ancylobacter vacuolatus	6.85
Andreprevotia chitinilytica	7
Anellaria semiovata	5.6
Aneurinibacillus aneurinilyticus	7
Aneurinibacillus aneurinolyticus	7
Aneurinibacillus danicus	7
Aneurinibacillus migulanus	7
Aneurinibacillus terranovensis	5.5
Aneurinibacillus thermoaerophilus	7.29
Angulomicrobium amanitiforme	7.1
Angulomicrobium tetraedrale	7.15
Anoxybacillus amylolyticus	5.6
Anoxybacillus bogrovensis	7.3
Anoxybacillus caldiproteolyticus	7.3
Anoxybacillus calidus	7
Anoxybacillus contaminans	7.3
Anoxybacillus eryuanensis	7.15
Anoxybacillus flavithermus	7.02
Anoxybacillus kamchatkensis	7.15
Anoxybacillus kaynarcensis	7.15
Anoxybacillus mongoliensis	7.3
Anoxybacillus pushchinensis	8.3
Anoxybacillus pushchinoensis	8.3
Anoxybacillus rupiensis	7.3
Anoxybacillus salavatliensis	7
Anoxybacillus sp.	7.3
Anoxybacillus tengchongensis	7.15
Anoxybacillus tepidamans	7.3
Anoxybacillus thermarum	7.5
Anoxybacillus voinovskiensis	7.4
Anoxynatronum sibiricum	9
Antarctobacter heliothermus	7.53
Anthracobia macrocystis	5.6
Antrodia albida	5.6
Antrodia malicola	5.6
Antrodia serialis	5.6
Antrodia variiformis	5.6
Antrodiella americana	5.6
Apiognomonia errabunda	5.6
Aposphaeria fuscidula	5.6
Aquabacter spiritensis	7.17
Aquabacterium citratiphilum	7.1
Aquabacterium commune	7.2
Aquabacterium fontiphilum	7.2
Aquabacterium limnoticum	7.2
Aquabacterium parvum	7.2
Aquabacterium sp.	7
Aquamicrobium aerolatum	7.3
Aquamicrobium ahrensii	7.3
Aquamicrobium defluvii	7
Aquamicrobium lusatiense	7.28
Aquamicrobium segne	7.3
Aquaspirillum aquaticum	7
Aquaspirillum arcticum	7.03
Aquaspirillum autotrophicum	6.8
Aquaspirillum bengal	6.9
Aquaspirillum delicatum	6.87
Aquaspirillum denitrificans	7.08
Aquaspirillum dispar	6.93
Aquaspirillum giesbergeri	7
Aquaspirillum gracile	7.2
Aquaspirillum itersonii	7
Aquaspirillum magnetotacticum	6.75
Aquaspirillum metamorphum	7.01
Aquaspirillum peregrinum	6.9
Aquaspirillum polymorphum	7
Aquaspirillum psychrophilum	7
Aquaspirillum putridiconchylium	6.87
Aquaspirillum serpens	6.9
Aquaspirillum sinuosum	7
Aquicella lusitana	6.9
Aquicella siphonis	6.9
Aquifex pyrophilus	6.65
Aquiflexum balticum	7.6
Aquihabitans daechungensis	7.2
Aquimarina agarilytica	7.6
Aquimarina amphilecti	7.6
Aquimarina brevivitae	7.6
Aquimarina intermedia	7.6
Aquimarina latercula	7.4
Aquimarina megaterium	7.6
Aquimarina muelleri	7.6
Aquimarina sp.	7.6
Aquimarina spongiae	7.6
Aquimonas voraii	7.3
Aquincola tertiaricarbonis	7
Aquipuribacter hungaricus	7.2
Aquisalibacillus elongatus	7.5
Aquisalimonas asiatica	9.5
Aquisphaera giovannonii	7.3
Aquitalea denitrificans	7.2
Aquitalea magnusonii	7
Arcanobacterium abortisuis	7.2
Arcanobacterium canis	7.2
Arcanobacterium haemolyticum	7.2
Arcanobacterium phocae	7.2
Arcanobacterium phocisimile	7.2
Arcanobacterium pyogenes	7.2
Archaeoglobus fulgidus	6.9
Archaeoglobus infectus	6.77
Archaeoglobus profundus	6.7
Archaeoglobus sulfaticallidus	7
Archaeoglobus veneficus	7
Archangium flavum	7.2
Archangium gephyra	7.21
Archangium thaxteri	7.2
Archangium violaceum	7.2
Arcicella aurantiaca	7.2
Arcobacter halophilus	7.6
Arcobacter marinus	7.6
Arcobacter nitrofigilis	7
Ardenticatena maritima	7.6
Arenibacter certesii	7.6
Arenibacter echinorum	7.6
Arenibacter latericius	7.6
Arenibacter palladensis	7.6
Arenibacter troitsensis	7.6
Arenicella xantha	7.6
Arenimonas daechungensis	7.2
Arenimonas daejeonensis	7.2
Arenimonas donghaensis	7.2
Arenimonas metalli	7.2
Arenimonas sp.	7.2
Arhodomonas aquaeolei	7.2
Aridibacter famidurans	5.5
Aridibacter kavangonensis	5.5
Armatimonas rosea	7.2
Armillaria bulbosa	5.6
Armillaria mellea	5.6
Armillaria tabescens	5.6
Arsenicicoccus bolidensis	7.2
Arsenicicoccus piscis	7.1
Arthrobacter agilis	7.3
Arthrobacter albus	7.1
Arthrobacter alkaliphilus	7.2
Arthrobacter alpinus	7.1
Arthrobacter ardleyensis	7.1
Arthrobacter arilaitensis	7.1
Arthrobacter atrocyaneus	7.3
Arthrobacter aurescens	7.3
Arthrobacter bergerei	7.1
Arthrobacter castelli	7.6
Arthrobacter chlorophenolicus	7.1
Arthrobacter citreus	7.3
Arthrobacter creatinolyticus	7.1
Arthrobacter cryoconiti	7.2
Arthrobacter cryotolerans	7.1
Arthrobacter crystallopoietes	7.3
Arthrobacter cumminsii	7.1
Arthrobacter cupressi	7.1
Arthrobacter defluvii	7.1
Arthrobacter duodecadis	3.8
Arthrobacter equi	7.1
Arthrobacter flavescens	7
Arthrobacter gandavensis	7.1
Arthrobacter gangotriensis	7.1
Arthrobacter globiformis	7.3
Arthrobacter halodurans	7.1
Arthrobacter histidinolovorans	7.3
Arthrobacter humicola	7.1
Arthrobacter ilicis	7.3
Arthrobacter kerguelensis	7.1
Arthrobacter koreensis	7.1
Arthrobacter livingstonensis	7.1
Arthrobacter luteolus	7.1
Arthrobacter luteus	7.3
Arthrobacter methylotrophus	7.32
Arthrobacter monumenti	7.6
Arthrobacter mysorens	3.8
Arthrobacter nasiphocae	7.1
Arthrobacter nicotianae	7.3
Arthrobacter nicotinovorans	7.3
Arthrobacter niigatensis	7.1
Arthrobacter nitroguajacolicus	7.1
Arthrobacter oryzae	7.1
Arthrobacter oxydans	7.17
Arthrobacter parietis	7.35
Arthrobacter pascens	7.3
Arthrobacter phenanthrenivorans	7.1
Arthrobacter picolinophilus	7.19
Arthrobacter pigmenti	7.6
Arthrobacter pityocampae	7.1
Arthrobacter polychromogenes	7.3
Arthrobacter protophormiae	7.3
Arthrobacter psychrochitiniphilus	7.1
Arthrobacter psychrolactophilus	7.1
Arthrobacter psychrophenolicus	7.1
Arthrobacter radiotolerans	7.3
Arthrobacter ramosus	7.1
Arthrobacter roseus	7.1
Arthrobacter russicus	7.1
Arthrobacter sanguinis	7.1
Arthrobacter scleromae	7.1
Arthrobacter siccitolerans	7.1
Arthrobacter siderocapsulatus	7.08
Arthrobacter simplex	7.3
Arthrobacter soli	7.6
Arthrobacter sp.	7.15
Arthrobacter stackebrandtii	7.1
Arthrobacter subterraneus	7.6
Arthrobacter sulfonivorans	7.32
Arthrobacter sulfureus	7.3
Arthrobacter tecti	7.35
Arthrobacter terregens	7
Arthrobacter tumbae	7.35
Arthrobacter tumescens	7.3
Arthrobacter uratoxydans	7.3
Arthrobacter ureafaciens	7.3
Arthrobacter variabilis	7.3
Arthrobacter viscosus	7.3
Arthrobacter woluwensis	7.1
Arthrobotrys amerospora	5.6
Arthrobotrys conoides	5.6
Arthroderma benhamiae	5.6
Asaccharobacter celatus	7
Asaccharospora irregularis	7
Asaia astilbis	6.8
Asaia platycodi	6.8
Asaia prunellae	6.8
Asaia siamensis	6.8
Asanoa ferruginea	7.2
Asanoa hainanensis	7.2
Asanoa iriomotensis	7.2
Asanoa ishikariensis	7.2
Asanoa siamensis	7.2
Ascobolus immersus	5.6
Ascocoryne cylichnium	5.6
Ascodichaena rugosa	5.6
Ascoidea africana	5.6
Ascoidea hylecoeti	5.6
Ascoidea rubescens	5.6
Ascosphaera apis	5.6
Aspergillus carbonarius	5.6
Aspergillus clavatus	7.2
Aspergillus flavipes	5.6
Aspergillus fumigatus	5.6
Aspergillus giganteus	5.6
Aspergillus iizukae	5.6
Aspergillus nidulans	6.05
Aspergillus niger	5.6
Aspergillus ochraceus	6.13
Aspergillus ostianus	7.2
Aspergillus sclerotiorum	5.6
Aspergillus terreus	6.67
Aspergillus terricola	5.6
Aspergillus versicolor	5.6
Asticcacaulis benevestitus	5.8
Astrosporangium hypotensionis	7.2
Athelia epiphylla	5.6
Athelia rolfsii	5.6
Atopobium fossor	7
Atopobium minutum	7.2
Atopobium parvulum	7.2
Atopobium rimae	7.2
Atopobium vaginae	7.1
Atopococcus tabaci	7.1
Atopostipes suicloacalis	7.2
Aulographina pinorum	5.6
Aurantimonas altamirensis	7.45
Aurantimonas coralicida	7.6
Aurantimonas frigidaquae	7.4
Aurantimonas manganoxydans	7.5
Aurantimonas sp.	7.1
Aurantimonas ureilytica	7.2
Aurantiporus fissilis	5.6
Auraticoccus monumenti	7.1
Aureimonas altamirensis	7.45
Aureimonas frigidaquae	7.4
Aureimonas ureilytica	7.2
Aureobacterium arabinogalactanolyticum	7.1
Aureobacterium barkeri	7.3
Aureobacterium esteraromaticum	7.1
Aureobacterium flavescens	7
Aureobacterium keratanolyticum	7.1
Aureobacterium liquefaciens	7.3
Aureobacterium luteolum	7.3
Aureobacterium resistens	7.1
Aureobacterium saperdae	7.3
Aureobacterium schleiferi	7.3
Aureobacterium terrae	7.1
Aureobacterium terregens	7
Aureobacterium testaceum	7.3
Aureobacterium trichothecenolyticum	7.1
Aureobasidium pullulans	5.6
Auricularia fuscosuccinea	5.6
Auricularia mesenterica	5.6
Auricularia polytricha	5.6
Auricularia sp.	5.6
Auritidibacter ignavus	7.3
Austwickia chelonae	7.3
Avibacterium paragallinarum	7.15
Avibacterium volantium	7.15
Azoarcus anaerobius	7.3
Azoarcus buckelii	7.22
Azoarcus communis	7
Azoarcus evansii	7.23
Azoarcus indigens	7
Azoarcus sp.	7.22
Azoarcus toluvorans	7.13
Azohydromonas australica	6.87
Azohydromonas lata	6.87
Azomonas agilis	7.1
Azomonas insignis	6.98
Azomonas macrocytogenes	7.1
Azomonotrichon macrocytogenes	7.1
Azonexus fungiphilus	7
Azonexus hydrophilus	7.2
Azorhizobium caulinodans	7
Azorhizobium doebereinerae	6.8
Azorhizobium oxalatiphilum	7
Azorhizophilus paspali	7.1
Azospira oryzae	7.19
Azospira restricta	7.2
Azospirillum amazonense	6.73
Azospirillum brasilense	6.97
Azospirillum doebereinerae	6.93
Azospirillum halopraeferens	7.1
Azospirillum irakense	6.98
Azospirillum lipoferum	6.89
Azospirillum picis	7.3
Azospirillum rugosum	7
Azospirillum sp.	6.92
Azospirillum thiophilum	6.9
Azotobacter armeniacus	7.1
Azotobacter beijerinckii	7.09
Azotobacter chroococcum	7.1
Azotobacter indicum	6.5
Azotobacter macrocytogenes	7.1
Azotobacter miscellum	7.1
Azotobacter nigricans	7.1
Azotobacter paspali	7.1
Azotobacter salinestris	7.03
Azotobacter vinelandii	7.1
Bacillus abyssalis	7.6
Bacillus acidicola	5.4
Bacillus acidiproducens	7.3
Bacillus acidocaldarius	5.4
Bacillus acidoterrestris	5.4
Bacillus agaradhaerens	8.35
Bacillus agri	7.25
Bacillus aidingensis	7.1
Bacillus akibai	7.2
Bacillus alcalophilus	8.35
Bacillus alginolyticus	7
Bacillus alkalidiazotrophicus	8
Bacillus alkalisediminis	7.2
Bacillus alkalitelluris	7.2
Bacillus altitudinis	7.3
Bacillus alveayuensis	7.6
Bacillus alvei	7
Bacillus aminovorans	7.3
Bacillus amyloliquefaciens	7
Bacillus amylolyticus	7
Bacillus andreesenii	7.3
Bacillus aneurinilyticus	7
Bacillus aneurinolyticus	7
Bacillus aquimaris	7.6
Bacillus arenosi	7.3
Bacillus arseniciselenatis	7.93
Bacillus arsenicoselenatis	7.93
Bacillus arsenicus	7.3
Bacillus arvi	7.3
Bacillus aryabhattai	7.15
Bacillus atrophaeus	7.13
Bacillus aurantiacus	7.3
Bacillus axarquiensis	7.23
Bacillus azotofixans	7.15
Bacillus azotoformans	7.03
Bacillus badius	7.07
Bacillus barbaricus	7.15
Bacillus bataviensis	7
Bacillus beijingensis	7.3
Bacillus benzoevorans	7.09
Bacillus beringensis	7.6
Bacillus beveridgei	7.93
Bacillus boroniphilus	7.3
Bacillus borstelensis	7.12
Bacillus brevis	7.12
Bacillus butanolivorans	7.3
Bacillus carboniphilus	7.3
Bacillus cecembensis	7.3
Bacillus cellulosilyticus	8.35
Bacillus centrosporus	7
Bacillus cereus	7.07
Bacillus chagannorensis	10
Bacillus chitinolyticus	7
Bacillus chondroitinus	7
Bacillus chungangensis	7.6
Bacillus circulans	7.12
Bacillus clarkii	8.35
Bacillus clausii	8.28
Bacillus coagulans	7.09
Bacillus coahuilensis	7.6
Bacillus cohnii	8.35
Bacillus curdlanolyticus	7.15
Bacillus cycloheptanicus	5.4
Bacillus cytotoxicus	7.15
Bacillus daliensis	7.3
Bacillus decisifrondis	7.15
Bacillus decolorationis	6.9
Bacillus dipsosauri	7.15
Bacillus drentensis	7
Bacillus ehimensis	7
Bacillus eiseniae	7.3
Bacillus endophyticus	7
Bacillus endoradicis	7.3
Bacillus farraginis	7.3
Bacillus fengqiuensis	7.2
Bacillus firmus	7.08
Bacillus flavothermus	7.15
Bacillus flexus	7.12
Bacillus foraminis	7.3
Bacillus fordii	7.3
Bacillus formosus	7
Bacillus fortis	7.3
Bacillus fumarioli	5.4
Bacillus funiculus	7
Bacillus fusiformis	7.1
Bacillus galactophilus	7.25
Bacillus galactosidilyticus	7.3
Bacillus galliciensis	7.6
Bacillus gelatini	7.3
Bacillus gibsonii	8.25
Bacillus ginsengi	7.3
Bacillus ginsengihumi	7.2
Bacillus ginsengisoli	7.2
Bacillus globisporus	7.55
Bacillus glucanolyticus	7.2
Bacillus gordonae	6.99
Bacillus gottheilii	7
Bacillus graminis	7.3
Bacillus halmapalus	8.35
Bacillus haloalkaliphilus	8.35
Bacillus halodenitrificans	7
Bacillus halodurans	8.35
Bacillus halophilus	7.5
Bacillus halosaccharovorans	7.6
Bacillus hemicellulosilyticus	7.3
Bacillus hemicentroti	7.6
Bacillus herbersteinensis	7.6
Bacillus horikoshii	8.35
Bacillus horti	8.35
Bacillus humi	7.3
Bacillus hunanensis	7.6
Bacillus hwajinpoensis	7.6
Bacillus idriensis	7.3
Bacillus indicus	7.3
Bacillus infantis	7.3
Bacillus infernus	7.5
Bacillus insolitus	7.45
Bacillus iranensis	7.6
Bacillus isronensis	7
Bacillus jeotgali	7.6
Bacillus kaustophilus	7
Bacillus kobensis	7.13
Bacillus kochii	7.3
Bacillus koreensis	7.3
Bacillus kribbensis	7.2
Bacillus krulwichiae	8.35
Bacillus laevolacticus	6.76
Bacillus larvae	7.3
Bacillus laterosporus	7
Bacillus lautus	7
Bacillus lehensis	7.3
Bacillus lentus	7.15
Bacillus licheniformis	7.16
Bacillus ligniniphilus	8.35
Bacillus litoralis	7.6
Bacillus luciferensis	7.3
Bacillus luteolus	7.6
Bacillus macauensis	7.3
Bacillus macerans	7
Bacillus macquariensis	7
Bacillus macyae	7.3
Bacillus malacitensis	7.23
Bacillus manliponensis	7
Bacillus mannanilyticus	8.35
Bacillus marinus	7.6
Bacillus marisflavi	7.6
Bacillus marismortui	7.3
Bacillus marmarensis	8.35
Bacillus massiliensis	7.3
Bacillus massiliosenegalensis	7.3
Bacillus medusa	7.07
Bacillus megaterium	7.06
Bacillus mesonae	7
Bacillus methylotrophicus	7.2
Bacillus migulanus	7
Bacillus mojavensis	7.23
Bacillus mucilaginosus	7.6
Bacillus muralis	7.3
Bacillus murimartini	8.35
Bacillus mycoides	7.16
Bacillus naganoensis	5.4
Bacillus nanhaiensis	7.6
Bacillus nanhaiisediminis	7.3
Bacillus natto	7.05
Bacillus nealsonii	7.3
Bacillus neidei	7
Bacillus neizhouensis	7.6
Bacillus niabensis	7.3
Bacillus niacini	7.3
Bacillus novalis	7
Bacillus oceani	7.6
Bacillus oceanisediminis	7.6
Bacillus odysseyi	7
Bacillus okhensis	7.25
Bacillus oleronius	7
Bacillus oshimensis	9
Bacillus pabuli	7.15
Bacillus pakistanensis	7.3
Bacillus pallidus	7.9
Bacillus panaciterrae	7.2
Bacillus pantothenticus	7
Bacillus parabrevis	7.09
Bacillus pasteurii	7.46
Bacillus patagoniensis	7.3
Bacillus peoriae	7.15
Bacillus persicus	7.6
Bacillus pervagus	7.3
Bacillus plakortidis	8.35
Bacillus pocheonensis	7.2
Bacillus polymyxa	7
Bacillus pseudalcaliphilus	8.35
Bacillus pseudofirmus	8.35
Bacillus pseudomycoides	7
Bacillus psychrodurans	7.3
Bacillus psychrophilus	7.24
Bacillus psychrosaccharolyticus	7.3
Bacillus psychrotolerans	7.3
Bacillus pulvifaciens	7.3
Bacillus pumilus	7.16
Bacillus purgationiresistans	7.3
Bacillus purgationiresistens	7.3
Bacillus pycnus	7
Bacillus reuszeri	7
Bacillus rhizosphaerae	7.3
Bacillus rigui	7.6
Bacillus ruris	7.3
Bacillus safensis	7.3
Bacillus salarius	7.6
Bacillus salexigens	7.3
Bacillus saliphilus	7.3
Bacillus schlegelii	6.95
Bacillus selenatarsenatis	7.3
Bacillus selenitireducens	7.93
Bacillus seohaeanensis	7.6
Bacillus shackletonii	7
Bacillus siamensis	7.6
Bacillus silvestris	7.15
Bacillus simplex	7.05
Bacillus smithii	7
Bacillus soli	7
Bacillus solimangrovi	7.6
Bacillus solisalsi	7.3
Bacillus sonorensis	7
Bacillus sp.	7.45
Bacillus sphaericus	7.02
Bacillus stearothermophilus	7.03
Bacillus subterraneus	7.3
Bacillus subtilis	7.13
Bacillus taeanensis	7.6
Bacillus thermantarcticus	6.35
Bacillus thermoaerophilus	7.29
Bacillus thermoamylovorans	7.1
Bacillus thermoantarcticus	6.35
Bacillus thermocatenulatus	7
Bacillus thermocloacae	8.5
Bacillus thermodenitrificans	7
Bacillus thermoglucosidasius	7.08
Bacillus thermolactis	7.3
Bacillus thermoleovorans	7.08
Bacillus thermoruber	7
Bacillus thermosphaericus	7.3
Bacillus thiaminolyticus	7
Bacillus thuringiensis	7
Bacillus tianmuensis	7
Bacillus tianshenii	7.6
Bacillus timonensis	7.3
Bacillus trypoxylicola	7.3
Bacillus tusciae	4
Bacillus validus	6.99
Bacillus vallismortis	7
Bacillus vedderi	8.35
Bacillus velezensis	7
Bacillus vietnamensis	7.3
Bacillus vireti	7
Bacillus vulcani	7.6
Bacillus wakoensis	8.35
Bacillus weihenstephanensis	7
Bacillus xiaoxiensis	7.6
Bacillus zhanjiangensis	7.6
Bacterionema matruchotii	7.1
Bacteriovorax litoralis	7.05
Bacteriovorax marinus	7.05
Bacteriovorax starrii	7.2
Bacteroides acidifaciens	7
Bacteroides amylophilus	7
Bacteroides asaccharolyticus	7
Bacteroides bivius	7.2
Bacteroides buccae	7.2
Bacteroides buccalis	7.1
Bacteroides caccae	7
Bacteroides capillosus	7
Bacteroides capillus	7.2
Bacteroides cellulosilyticus	7
Bacteroides cellulosolvens	7
Bacteroides chinchillae	7.2
Bacteroides clarus	7.1
Bacteroides coagulans	7
Bacteroides coprocola	7.1
Bacteroides coprophilus	7.2
Bacteroides coprosuis	7.2
Bacteroides corporis	7
Bacteroides denticola	7.2
Bacteroides disiens	7.2
Bacteroides distasonis	7
Bacteroides dorei	7.2
Bacteroides eggerthii	7.1
Bacteroides endodontalis	7
Bacteroides faecichinchillae	7
Bacteroides faecis	7
Bacteroides finegoldii	7.1
Bacteroides fluxus	7
Bacteroides fragilis	7.08
Bacteroides galacturonicus	7.1
Bacteroides gingivalis	7
Bacteroides gracilis	7
Bacteroides graminisolvens	7
Bacteroides helcogenes	7.1
Bacteroides heparinolyticus	7
Bacteroides hypermegas	7
Bacteroides intermedius	7.1
Bacteroides intestinalis	7.2
Bacteroides levii	7
Bacteroides loescheii	7.2
Bacteroides macacae	7
Bacteroides massiliensis	7
Bacteroides melaninogenicus	7.12
Bacteroides microfusus	7.1
Bacteroides multiacidus	7.2
Bacteroides nodosus	7
Bacteroides ochraceus	7
Bacteroides oleiciplenus	7
Bacteroides oralis	7
Bacteroides oris	7.2
Bacteroides ovatus	7
Bacteroides paurosaccharolyticus	7
Bacteroides pentosaceus	7.2
Bacteroides plebeius	7.2
Bacteroides pneumosintes	7
Bacteroides praeacutus	7
Bacteroides propionicifaciens	7
Bacteroides putredinis	7
Bacteroides pyogenes	7.08
Bacteroides rodentium	7
Bacteroides salanitronis	7
Bacteroides salivosus	7
Bacteroides salyersae	7
Bacteroides salyersiae	7
Bacteroides sartorii	7.2
Bacteroides sp.	7.1
Bacteroides splanchnicus	7
Bacteroides stercoris	7
Bacteroides suis	7.08
Bacteroides tectum	7.08
Bacteroides tectus	7.08
Bacteroides termitidis	7.2
Bacteroides thetaiotaomicron	7
Bacteroides uniformis	7.1
Bacteroides ureolyticus	7
Bacteroides veroralis	7.2
Bacteroides vulgatus	7
Bacteroides xylanisolvens	7
Bacteroides xylanolyticus	6.9
Balnearium lithotrophicum	6.82
Balneatrix alpica	7.3
Balneola alkaliphila	7.6
Balneola vulgaris	7.6
Barnesiella intestinihominis	7
Barnesiella viscericola	7
Barrientosiimonas humi	7.2
Basidiobolus ranarum	5.6
Bavariicoccus seileri	7.2
Bdellovibrio bacteriovorus	7.2
Bdellovibrio starrii	7.2
Beauveria bassiana	5.6
Beggiatoa alba	7.4
Beijerinckia derxii	6.5
Beijerinckia doebereinerae	6.5
Beijerinckia indica	6.5
Beijerinckia mobilis	6.7
Beijerinckia sp.	6.7
Belliella baltica	7.6
Belliella pelovolcani	7.6
Bellilinea caldifistulae	7
Belnapia moabensis	7.2
Belnapia rosea	7.2
Belnapia soli	7.1
Beneckea alginolytica	7.3
Beneckea campbellii	7.6
Beneckea gazogenes	7.6
Beneckea harveyi	7.48
Beneckea natriegens	7
Beneckea nereida	7.6
Beneckea nereis	7.6
Beneckea nigrapulchrituda	7.6
Beneckea nigripulchritudo	7.6
Beneckea parahaemolytica	7.38
Beneckea pelagia	7.6
Beneckea splendida	7.6
Beneckea vulnifica	7.4
Bergeyella zoohelcum	7.1
Bermanella marisrubri	7.6
Beutenbergia cavernae	7.2
Bhargavaea beijingensis	7.3
Bhargavaea cecembensis	7.3
Bhargavaea ginsengi	7.3
Bhargavaea indica	7.6
Bhargavaea ullalensis	7.1
Bifidobacterium actinocoloniiforme	6.8
Bifidobacterium adolescentis	6.8
Bifidobacterium aesculapii	6.8
Bifidobacterium angulatum	6.8
Bifidobacterium animalis	6.8
Bifidobacterium asteroides	6.8
Bifidobacterium biavatii	6.8
Bifidobacterium bifidum	6.8
Bifidobacterium bohemicum	6.8
Bifidobacterium bombi	6.57
Bifidobacterium boum	6.8
Bifidobacterium breve	6.8
Bifidobacterium callitrichos	6.8
Bifidobacterium catenulatum	6.8
Bifidobacterium choerinum	6.8
Bifidobacterium coryneforme	6.8
Bifidobacterium cuniculi	6.8
Bifidobacterium denticolens	6.8
Bifidobacterium dentium	6.8
Bifidobacterium gallicum	6.8
Bifidobacterium gallinarum	7.2
Bifidobacterium globosum	6.8
Bifidobacterium indicum	6.8
Bifidobacterium inopinatum	6.8
Bifidobacterium kashiwanohense	6.8
Bifidobacterium lactis	6.8
Bifidobacterium longum	6.8
Bifidobacterium magnum	6.8
Bifidobacterium merycicum	6.8
Bifidobacterium minimum	6.8
Bifidobacterium mongoliense	6.8
Bifidobacterium moukalabense	6.8
Bifidobacterium pseudocatenulatum	6.8
Bifidobacterium pseudolongum	6.8
Bifidobacterium psychraerophilum	6.8
Bifidobacterium pullorum	6.8
Bifidobacterium reuteri	6.8
Bifidobacterium ruminantium	6.8
Bifidobacterium saeculare	6.8
Bifidobacterium saguini	6.8
Bifidobacterium scardovii	6.8
Bifidobacterium stellenboschense	6.8
Bifidobacterium stercoris	6.8
Bifidobacterium subtile	6.8
Bifidobacterium thermacidophilum	6.8
Bifidobacterium thermophilium	6.8
Bifidobacterium thermophilum	6.8
Bifidobacterium tsurumiense	6.8
Bilophila wadsworthia	7.1
Biostraticola tofi	7.3
Bipolaris maydis	7.2
Bipolaris oryzae	7.2
Bipolaris papendorfii	7.2
Bipolaris setariae	7.2
Bipolaris sorokiniana	7.2
Bipolaris victoriae	7.2
Bizionia argentinensis	7.6
Bizionia echini	7.6
Bizionia paragorgiae	7.6
Bjerkandera adusta	5.6
Bjerkandera sp.	5.6
Blastobacter aggregatus	7
Blastobacter capsulatus	7.3
Blastobacter denitrificans	7.3
Blastobacter natatorius	7.27
Blastocatella fastidiosa	5.5
